250 19.994103793162139
500 26.618577559890127
750 28.169020021985943
1000 31.317255218306400
1250 31.970683552259288
1500 22.590325792972180
1750 25.145764771385984
2000 13.702179028939554
2250 10.241721062716351
2500 11.756960582430111
2750 1.7999497608411730
3000 -32.216988866583961
3250 -50.769646492741686
3500 -59.085322182638720
3750 -60.143904786663825
4000 -38.361662267493102
4250 -37.094896808808699
4500 -4.5192160471651732
4750 3.3381353598902024
5000 7.3952157018975413
5250 -1.6419173359845445
5500 -15.538437566008724
5750 -38.107421418679223
6000 -35.962999102076537
6250 -48.018128999374767
6500 -30.368670978911723
6750 -58.612385675864061
7000 -24.607977013205982
7250 -44.158452158624186
7500 -17.759305299343850
7750 -13.458679459602081
8000 -52.211786434239912
8250 -51.597757409747373
8500 -46.756567650933448
8750 -52.641987775559755
9000 -42.527831800651256
9250 -50.576642123576676
9500 -40.771317505912975
9750 -58.100228094465365
10000 -42.479111591029323
10250 -37.933670867170804
10500 -54.710137273921646
10750 -48.180244378488624
11000 -35.483608481438296
11250 -8.9971417136162017
11500 1.8855365224221714
11750 17.301387928379427
12000 -7.4182894761420357
12250 -18.239900705732907
12500 -48.815403535353653
12750 -26.154256141499445
13000 -26.119449754706693
13250 -12.426508189296783
13500 -21.723306836095162
13750 -58.330166276031377
14000 -53.052025226728347
14250 -52.514967893337598
14500 -39.281805718830583
14750 -34.775555629107203
15000 -57.672620119363273
15250 -49.933897709144276
15500 -60.486657562335495
15750 -61.422389774694693
16000 -16.741417645767797
16250 -42.765918957001759
16500 -34.540325283015591
16750 -27.177073536676289
17000 -61.150641456322319
17250 -23.932612290064753
17500 -32.384052752055595
17750 -26.868684741742527
18000 -2.7226188632894264
18250 23.525521571472382
18500 18.935985047342001
18750 2.6196217684059775
19000 -18.239896649350612
19250 -8.8272766999511987
19500 -26.789486148840297
19750 -45.039046132231761
20000 -40.750177733366399
20250 -29.611823468741022
20500 -47.897829837285371
20750 -52.487488060152828
21000 -59.137279677438983
21250 -27.099855760179707
21500 17.027928842010624
21750 -7.4410059253477812
22000 -19.645724040715777
22250 -61.359127202029413
22500 -34.735409272708694
22750 -44.685163824603023
23000 -49.941625621469939
23250 -51.439571148659070
23500 -44.587250675151154
23750 -28.282878319356314
24000 2.6761995783226666
24250 -14.923158105128550
24500 -17.531347269631624
24750 -37.090748463846012
25000 -13.872168447365766
25250 -55.156753726578245
25500 -46.529460800509696
25750 -61.211251100601203
26000 -30.491662192908279
26250 -24.639304358765457
