-82.000000000000000 5.91102e-08
-80.700000000000003 9.90238e-08
-79.400000000000006 1.58409e-07
-78.099999999999994 2.5765e-07
-76.799999999999997 4.13508e-07
-75.500000000000000 6.24862e-07
-74.200000000000003 9.38376e-07
-72.900000000000006 1.47751e-06
-71.599999999999994 2.30297e-06
-70.299999999999997 3.42462e-06
-69.000000000000000 5.14698e-06
-67.700000000000003 7.61958e-06
-66.400000000000006 1.0986e-05
-65.099999999999994 1.58756e-05
-63.799999999999997 2.23715e-05
-62.500000000000000 3.19835e-05
-61.200000000000003 4.41183e-05
-59.899999999999999 6.0827e-05
-58.600000000000001 8.78765e-05
-57.299999999999997 0.000126228
-56.000000000000000 0.000180155
-54.700000000000003 0.00025147
-53.399999999999999 0.000344695
-52.100000000000001 0.000474082
-50.799999999999997 0.00059832
-49.500000000000000 0.000713063
-48.200000000000003 0.000850905
-46.899999999999999 0.000998568
-45.600000000000001 0.00113063
-44.299999999999997 0.00122223
-43.000000000000000 0.00126031
-41.700000000000003 0.00132137
-40.399999999999999 0.0013165
-39.100000000000001 0.00125643
-37.799999999999997 0.00113424
-36.500000000000000 0.000973307
-35.200000000000003 0.000736651
-33.899999999999999 0.000532788
-32.600000000000001 0.000367614
-31.299999999999997 0.000229207
-30.000000000000000 0.000132587
-28.700000000000003 6.98799e-05
-27.399999999999999 3.41986e-05
-26.100000000000001 1.48286e-05
-24.799999999999997 6.14266e-06
-23.500000000000000 2.28652e-06
-22.200000000000003 7.60065e-07
-20.899999999999999 2.13571e-07
-19.600000000000001 5.44187e-08
-18.299999999999997 1.16883e-08
-17.000000000000000 2.15846e-09
-15.700000000000003 3.3145e-10
-14.400000000000006 4.38298e-11
-13.099999999999994 4.79714e-12
-11.799999999999997 4.48769e-13
-10.500000000000000 3.43013e-14
-9.2000000000000028 2.04008e-15
-7.9000000000000057 9.52857e-17
-6.5999999999999943 3.37699e-18
-5.2999999999999972 8.52e-20
-4.0000000000000000 1.82423e-21
-2.7000000000000028 2.6523e-23
-1.4000000000000057 2.91991e-25
-9.9999999999994316E-002 6.5426e-25
1.2000000000000028 4.70791e-22
2.5000000000000000 2.21777e-19
3.7999999999999972 7.69696e-17
5.0999999999999943 1.67961e-14
6.4000000000000057 2.46563e-12
7.7000000000000028 2.04889e-10
9.0000000000000000 1.13801e-08
10.299999999999997 3.93854e-07
11.599999999999994 8.74649e-06
12.900000000000006 0.000115475
14.200000000000003 0.00119777
15.500000000000000 0.00710064
16.799999999999997 0.0257155
18.099999999999994 0.0706901
19.400000000000006 0.141016
20.700000000000003 0.190073
22.000000000000000 0.171403
23.299999999999997 0.135666
24.599999999999994 0.0979538
25.900000000000006 0.0625652
27.200000000000003 0.0357603
28.500000000000000 0.0210589
29.799999999999997 0.011322
31.099999999999994 0.00609175
32.400000000000006 0.0030181
33.700000000000003 0.00141756
35.000000000000000 0.000661025
36.299999999999997 0.000328419
37.599999999999994 0.000144244
38.900000000000006 6.40778e-05
40.200000000000003 2.87863e-05
41.500000000000000 1.24963e-05
42.799999999999997 5.67671e-06
44.099999999999994 2.55997e-06
45.400000000000006 1.06368e-06
46.699999999999989 4.32802e-07
